ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory
Under Eye Cream,Aroma Magic ,210.0,157.5,https://www.bigbasket.com/media/uploads/p/l/40035307_3-aroma-magic-under-eye-cream.jpg,20,Beauty & Hygiene,Eye Care
"Ultimate Power Perfume - For Men, Style, Performance & Modernity",Jaguar,3300.0,2145.0,https://www.bigbasket.com/media/uploads/p/l/40224055_1-jaguar-ultimate-power-perfume-for-men-style-performance-modernity.jpg,100,Beauty & Hygiene,Eau De Toilette
Mango Mousse,Fresho Signature,175.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40227969_1-fresho-signature-mango-mousse.jpg,90,"Bakery, Cakes & Dairy",Doughnuts & Mousses
"Toothbrush - 360 Degree Charcoal Gold, Soft Bristles",Colgate,95.0,71.25,https://www.bigbasket.com/media/uploads/p/l/40029304_6-colgate-toothbrush-360-degree-charcoal-gold-soft-bristles.jpg,1,Beauty & Hygiene,Toothbrush
360 Degree Charcoal Gold Toothbrush,Colgate,190.0,171.0,https://www.bigbasket.com/media/uploads/p/l/40057730_1-colgate-360-degree-charcoal-gold-toothbrush.jpg,3,Beauty & Hygiene,Toothbrush
Dry fruit Kachori,Tasties,109.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40160402_3-tasties-dry-fruit-kachori.jpg,200,Snacks & Branded Foods,Namkeen & Savoury Snacks
"Chicken Hariyali Lollypop - Fresh & Juicy, Marinated, Ready To Cook",Fresho,362.0,219.0,https://www.bigbasket.com/media/uploads/p/l/40240480_4-fresho-chicken-hariyali-lollypop-fresh-juicy-marinated-ready-to-cook.jpg,500,"Eggs, Meat & Fish",Marinated Meat
"Peri Peri Chicken Drumstick - Fresh & Juicy, Marinated, Ready To Cook",Fresho,365.0,221.0,https://www.bigbasket.com/media/uploads/p/l/40240484_4-fresho-peri-peri-chicken-drumstick-fresh-juicy-marinated-ready-to-cook.jpg,500,"Eggs, Meat & Fish",Marinated Meat
Hello Aloe Skin Loving Face Wash,Plum,345.0,258.0,https://www.bigbasket.com/media/uploads/p/l/40140080_1-plum-hello-aloe-skin-loving-face-wash.jpg,75,Beauty & Hygiene,Face Care
Diva Kiss Gel Lip Balm - Cinnamon Swirl,Biotique Natural Makeup,345.0,258.75,https://www.bigbasket.com/media/uploads/p/l/40192607_1-biotique-natural-makeup-diva-kiss-gel-lip-balm-cinnamon-swirl.jpg,2,Beauty & Hygiene,Lips
"Aluminium Rose Cookie Mould - 8 Flower, Assorted Colour",HAZEL,399.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40184936_3-hazel-aluminium-rose-cookie-mould-8-flower-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Bakeware Accessories
Pure Lips Moisturising Lipstick - A45 Glossy Natural,Iba,250.0,175.0,https://www.bigbasket.com/media/uploads/p/l/40079995_2-iba-pure-lips-moisturising-lipstick-a45-glossy-natural.jpg,4,Beauty & Hygiene,Lips
"Lip Therapy - Moisturise, Cocoa Butter",Vaseline,249.0,186.75,https://www.bigbasket.com/media/uploads/p/l/40226492_1-vaseline-lip-therapy-moisturise-cocoa-butter.jpg,17,Beauty & Hygiene,Lip Care
Chicken Seekh Kabab Lime N Pudina,Fresho,480.0,336.0,https://www.bigbasket.com/media/uploads/p/l/40197976_4-fresho-chicken-seekh-kabab-lime-n-pudina.jpg,500,"Eggs, Meat & Fish",Chicken Sausages
High Coverage Waterproof Foundation,Swiss Beauty,399.0,299.25,https://www.bigbasket.com/media/uploads/p/l/40205462_1-swiss-beauty-high-coverage-waterproof-foundation.jpg,60,Beauty & Hygiene,Face
"Peppery Szechuan Chilli Soyabean Tempeh Cubes - Vegan, Rich In Protein, Iron, Vit B12, Non-GMO",Hello Tempayy,165.0,107.25,https://www.bigbasket.com/media/uploads/p/l/40210468_4-hello-tempayy-peppery-szechuan-chilli-soyabean-tempeh-cubes-rich-in-vitamin-iron-gluten-free.jpg,200,"Bakery, Cakes & Dairy","Paneer, Tofu & Cream"
Icon Eau De Parfum,Police,3600.0,2340.0,https://www.bigbasket.com/media/uploads/p/l/40139415_9-police-icon-eau-de-parfum.jpg,125,Beauty & Hygiene,Eau De Parfum
"Creme - 9 To 5, Naturale, Day, SPF 20",Lakme,375.0,262.5,https://www.bigbasket.com/media/uploads/p/l/40128411_1-lakme-creme-9-to-5-naturale-day-spf-20.jpg,50,Beauty & Hygiene,Face Care
"Beard Growth Oil For Men - Nourishing,With 8 Oils, Reactivates Follicles",Ustraa,399.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40148738_4-ustraa-beard-growth-oil-for-men-nourishingwith-8-oils-reactivates-follicles.jpg,35,Beauty & Hygiene,Moustache & Beard Care
"Women Deodorant Roll On - Protect & Care, Non-Irritating & 48h Protection",Nivea,199.0,143.0,https://www.bigbasket.com/media/uploads/p/l/40079580_8-nivea-women-deodorant-roll-on-protect-care-non-irritating-48h-protection.jpg,50,Beauty & Hygiene,Women's Deodorants
Garcinia+ Slimming Capsules - Aids Weight Loss,Kapiva,499.0,474.05,https://www.bigbasket.com/media/uploads/p/l/40131647_3-kapiva-garcinia-sliling-capsules-aids-weight-loss.jpg,60,Beauty & Hygiene,Ayurveda
"BBQ Pepper Exotic Whole Chicken Wings With Skin - Fresh & Juicy, Marinated, Ready To Cook",Fresho,294.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40240476_4-fresho-bbq-pepper-exotic-whole-chicken-wings-with-skin-fresh-juicy-marinated-ready-to-cook.jpg,500,"Eggs, Meat & Fish",Marinated Meat
"Mutton Goatkid - Boneless, Perfect For Curries, 16 To 20 pcs",Fresho,1528.0,1099.0,https://www.bigbasket.com/media/uploads/p/l/40227652_1-fresho-mutton-goatkid-boneless-perfect-for-curries.jpg,500,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Goatkid - Boneless, Perfect For Curries, 8 To 10 pcs",Fresho,791.0,569.0,https://www.bigbasket.com/media/uploads/p/l/40227653_1-fresho-mutton-goatkid-boneless-perfect-for-curries.jpg,250,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Goatkid - Boneless, Tender & Juicy",Fresho,2919.0,2099.0,https://www.bigbasket.com/media/uploads/p/l/40227654_1-fresho-mutton-goatkid-boneless-tender-juicy.jpg,1,"Eggs, Meat & Fish",Fresh Mutton
Hyperstay Liquid Matte,Blue Heaven,125.0,87.5,https://www.bigbasket.com/media/uploads/p/l/40188499_6-blue-heaven-hyperstay-liquid-matte.jpg,6,Beauty & Hygiene,Lips
Deo - Frost,Engage,210.0,168.0,https://www.bigbasket.com/media/uploads/p/l/40007360_2-engage-deo-frost.jpg,150,Beauty & Hygiene,Men's Deodorants
Kolkata/Bengali Chara Pona Fish - Whole Cleaned,Fresho,207.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40087285_2-fresho-chara-pona.jpg,250,"Eggs, Meat & Fish",Fresh Water Fish
Kolkata/Bengali Chara Pona - Whole Cleaned,Fresho,778.0,559.0,https://www.bigbasket.com/media/uploads/p/l/40087287_2-fresho-chara-pona.jpg,1,"Eggs, Meat & Fish",Fresh Water Fish
"Mutton Goat Kid - Biryani Pieces, Tender & Juicy, 10 To 13 pcs",Fresho,763.0,549.0,https://www.bigbasket.com/media/uploads/p/l/40227649_1-fresho-mutton-goatkid-biryani-pieces-tender-juicy.jpg,500,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Goat Kid - Biryani Pieces, Juicy & Tender, 5 To 7 pcs",Fresho,429.0,309.0,https://www.bigbasket.com/media/uploads/p/l/40227650_1-fresho-mutton-goatkid-biryani-pieces-juicy-tender.jpg,250,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Goat Kid - Biryani Pieces, Tender & Juicy, 20 To 25 pcs",Fresho,1458.0,1049.0,https://www.bigbasket.com/media/uploads/p/l/40227651_1-fresho-mutton-goatkid-biryani-pieces-tender-juicy.jpg,1,"Eggs, Meat & Fish",Fresh Mutton
Ultra Gold AA Battery,VictorPro,150.0,95.0,https://www.bigbasket.com/media/uploads/p/l/40199537_2-victor-gold-power-battery-aa.jpg,10,"Kitchen, Garden & Pets",Battery & Electrical
"Malt - Parfum For Men, Strong, Smooth & Long Lasting Frangrance, Limited Edition",Ustraa,1499.0,1049.3,https://www.bigbasket.com/media/uploads/p/l/40237521_1-ustraa-malt-parfum-for-men-strong-smooth-long-lasting-frangrance-limited-edition.jpg,100,Beauty & Hygiene,Perfume
Lit Liquid Matte Lipstick - Rbomb,MyGlamm,395.0,296.0,https://www.bigbasket.com/media/uploads/p/l/40192335_2-myglal-lit-liquid-matte-lipstick-rbomb.jpg,3,Beauty & Hygiene,Lips
Hypergel Nailpaint,Blue Heaven,95.0,50.35,https://www.bigbasket.com/media/uploads/p/l/40204373_3-blue-heaven-hypergel-nail-paint.jpg,11,Beauty & Hygiene,Nails
De-Stress Scalp Massager - Improves Blood Circulation,MCaffeine ,449.0,298.99,https://www.bigbasket.com/media/uploads/p/l/40243306_1-mcaffeine-de-stress-scalp-massager-improves-blood-circulation.jpg,1,Beauty & Hygiene,Tools & Accessories
Vitamin C Face Serum - Skin Brightening,Beardo,550.0,330.0,https://www.bigbasket.com/media/uploads/p/l/40225201_1-beardo-vitamin-c-face-serum-skin-brightening.jpg,30,Beauty & Hygiene,Face & Body
"Kolkata/Bengali Bata Fish - Whole, Uncleaned",Fresho,277.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40248647_2-fresho-bata-fish-whole-uncleaned-fresh-high-quality.jpg,500,"Eggs, Meat & Fish",Fresh Water Fish
"Ayurvedic Hair Therapy Oil - Controlling Dandruff & Revitalizing The Hair, Ayurvedic Medicine",Keratone,200.0,150.0,https://www.bigbasket.com/media/uploads/p/l/40175849_1-keratone-oil-ayurvedic-hair-therapy.jpg,100,Beauty & Hygiene,Hair Oil & Serum
"Mutton Paya/Leg - Cleaned, For Curry & Soup",Fresho,1584.0,1139.0,https://www.bigbasket.com/media/uploads/p/l/40227682_1-fresho-mutton-payaleg-cleaned-for-curry-soup.jpg,8,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Paya/ Legs - Cleaned, For Curry & Soup",Fresho,2363.0,1699.0,https://www.bigbasket.com/media/uploads/p/l/40227683_1-fresho-mutton-paya-legs-cleaned-for-curry-soup.jpg,12,"Eggs, Meat & Fish",Fresh Mutton
"Hair Growth Vitalizer - Complete Hair Care & Hair Loss Defence, For Men",Ustraa,699.0,524.0,https://www.bigbasket.com/media/uploads/p/l/40148748_3-ustraa-hair-growth-vitalizer-complete-hair-care-hair-loss-defence-for-men.jpg,100,Beauty & Hygiene,Hair Care & Styling
Safe Sun Daily Multi-Function Sun Block PA+++ - SPF 70,Lotus Herbals,680.0,510.0,https://www.bigbasket.com/media/uploads/p/l/40007450_2-lotus-herbals-safe-sun-daily-multi-function-sun-block-pa-spf-70.jpg,60,Beauty & Hygiene,Face Care
Classic Eau De Toilette,David Beckham,3050.0,1830.0,https://www.bigbasket.com/media/uploads/p/l/40139271_7-david-beckham-classic-eau-de-toilette.jpg,90,Beauty & Hygiene,Eau De Toilette
2 In 1 Foot File -  Callus Remover & Pedicure Filer For Feet,Gubb,275.0,192.5,https://www.bigbasket.com/media/uploads/p/l/40229182_1-gubb-2-in-1-foot-file-callus-remover-pedicure-filer-for-feet.jpg,1,Beauty & Hygiene,Nails
"Daily Nutrition Shake - Vegan, Rich In Calcium, Dairy Free, Chocolate Almond",STRIVE,120.0,90.0,https://www.bigbasket.com/media/uploads/p/l/40225121_1-strive-daily-nutrition-shake-vegan-rich-in-calcium-dairy-free-chocolate-almond.jpg,200,Beauty & Hygiene,Supplements & Proteins
Embassy Dustbin -  Blue,Polyset,139.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40228400_1-polyset-embassy-dustbin-blue.jpg,6,Cleaning & Household,Dustbins
Gentle Nail Paint Remover With Vitamin E,Blue Heaven,135.0,95.85,https://www.bigbasket.com/media/uploads/p/l/40224860_1-blue-heaven-gentle-nail-paint-remover-with-vitamin-e.jpg,125,Beauty & Hygiene,Nails
Garlic Naan,GOELD,130.0,97.5,https://www.bigbasket.com/media/uploads/p/l/40201280_1-goeld-garlic-naan.jpg,240,Snacks & Branded Foods,Frozen Indian Breads
Chilli Garlic Grissini Breadsticks - 100% Wholewheat,The Baker's Dozen,119.0,89.25,https://www.bigbasket.com/media/uploads/p/l/40169956_3-the-bakers-dozen-chilli-garlic-grissini-breadsticks-100-wholewheat.jpg,100,"Bakery, Cakes & Dairy",Bread Sticks & Lavash
"Nourishing Body Care - Cooling Gel Creme, 48 Hours Long Lasting Hydration",Dove,215.0,150.5,https://www.bigbasket.com/media/uploads/p/l/40224771_2-dove-nourishing-body-care-cooling-gel-creme-48-hours-long-lasting-hydration.jpg,145,Beauty & Hygiene,Face Care
Gel-Shine Nail Paint,Bella Voste,125.0,80.0,https://www.bigbasket.com/media/uploads/p/l/40203532_1-bella-voste-gel-shine-nail-paint.jpg,10,Beauty & Hygiene,Nails
"Regenerist Retinol 24 Night Serum - With Niacinamide, Improves Fine Lines, Wrinkles",Olay,1999.0,1199.0,https://www.bigbasket.com/media/uploads/p/l/40209244_2-olay-regenerist-retinol-24-night-serum-with-niacinamide-improves-fine-lines-wrinkles.jpg,30,Beauty & Hygiene,Face Care
M4 Perfume Spray - for Men,Engage,225.0,166.0,https://www.bigbasket.com/media/uploads/p/l/40091638_2-engage-m4-perfume-spray-for-men.jpg,120,Beauty & Hygiene,Men's Deodorants
Skin Fruits Lemon Brightening Face Wash - For Oily Skin,Joy,170.0,110.5,https://www.bigbasket.com/media/uploads/p/l/40213211_1-joy-skin-fruits-lemon-brightening-face-wash-for-oily-skin.jpg,150,Beauty & Hygiene,Face Care
"Revitalift Hyaluronic Acid Hydrating Gel Facewash - Gentle Cleansing, For Women",Loreal Paris,199.0,179.1,https://www.bigbasket.com/media/uploads/p/l/40235153_2-loreal-paris-revitalift-hyaluronic-acid-hydrating-gel-facewash-gentle-cleansing-for-women.jpg,50,Beauty & Hygiene,Face Care
"Revitalift Hyaluronic Acid Hydrating Gel Face Wash - Gentle Cleansing, For Women",Loreal Paris,315.0,236.25,https://www.bigbasket.com/media/uploads/p/l/40235154_2-loreal-paris-revitalift-hyaluronic-acid-hydrating-gel-face-wash-gentle-cleansing-for-women.jpg,100,Beauty & Hygiene,Face Care
"Premium Hakka Noodles - Thin Cut, 100% Veg, Soft, Silky Texture",MasterChow,145.0,130.5,https://www.bigbasket.com/media/uploads/p/l/40226880_3-masterchow-hakka-noodles-for-making-chowmein-premium-quality.jpg,300,Gourmet & World Food,Imported Noodles
Marathi Moggu,BB Royal,140.0,40.0,https://www.bigbasket.com/media/uploads/p/l/20000465_3-bb-royal-marathi-moggu.jpg,50,"Foodgrains, Oil & Masala",Whole Spices
Multi-Purpose Seasoning,HappyChef,109.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40202133_9-happychef-multi-purpose-seasoning.jpg,80,"Foodgrains, Oil & Masala",Herbs & Seasoning
Durum Wheat Kidz Pasta - Blue,HappyChef,95.0,65.0,https://www.bigbasket.com/media/uploads/p/l/40112468_6-happychef-durum-wheat-pasta-kids-blue.jpg,250,Gourmet & World Food,Pastas & Spaghetti
"Classic Hariyali Rohu Fish Steak - Fresh & Juicy, Marinated, Ready To Cook",Fresho,229.0,139.0,https://www.bigbasket.com/media/uploads/p/l/40240464_4-fresho-classic-hariyali-rohu-fish-steak-fresh-juicy-marinated-ready-to-cook.jpg,500,"Eggs, Meat & Fish",Marinated Meat
Color Crush Nail Art,Lakme,160.0,107.2,https://www.bigbasket.com/media/uploads/p/l/40141819_1-lakme-color-crush-nail-art.jpg,6,Beauty & Hygiene,Nails
"Pallavi Kumkum Spot - Bindi, Maroon",Eyetex,225.0,146.25,https://www.bigbasket.com/media/uploads/p/l/40228688_1-eyetex-pallavi-kumkum-spot-p6.jpg,15,Beauty & Hygiene,Face
"Pangas/ Basa Fish - Curry Cut Cubes, Fresh & Flavourful",Fresho,277.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40227710_1-fresho-pangas-basa-curry-cut-cubes-fresh-flavorful.jpg,500,"Eggs, Meat & Fish",Fresh Water Fish
Chicken Overload Pizza,HappyChef,309.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40222826_2-happychef-chicken-overload-pizza.jpg,265,Snacks & Branded Foods,Frozen Non-Veg Snacks
Code Steel Body Perfume,Wild Stone,275.0,214.0,https://www.bigbasket.com/media/uploads/p/l/70001783_4-wild-stone-code-steel-body-perfume.jpg,120,Beauty & Hygiene,Perfume
Luminous Hyaluronic Acid Super Serum With 99% Pure Niacinamide - For Hydrated & Plump Skin,Olay,1999.0,1199.4,https://www.bigbasket.com/media/uploads/p/l/40254518_1-olay-luminous-hyaluronic-acid-super-serum-with-99-pure-niacinamide-for-hydrated-plump-skin.jpg,30,Beauty & Hygiene,Face Care
"Creme - 9 To 5 Naturale, Night",Lakme,425.0,297.5,https://www.bigbasket.com/media/uploads/p/l/40128412_1-lakme-creme-9-to-5-naturale-night.jpg,50,Beauty & Hygiene,Face Care
"Seer Fish - Small, Curry Cut, Preservative Free, 12-16 pcs",Fresho,1528.0,1099.0,https://www.bigbasket.com/media/uploads/p/l/10000762_25-fresho-seer-fish-small-curry-cut-preservative-free-8-12-pcs.jpg,500,"Eggs, Meat & Fish",Marine Water Fish
High Protein Peanuts - Sweet Chilli Masala,Befikar,40.0,20.0,https://www.bigbasket.com/media/uploads/p/l/40186049_1-befikar-high-protein-peanuts-sweet-chilli-masala.jpg,100,Snacks & Branded Foods,Namkeen & Savoury Snacks
Bright Years Under-Eye Recovery Gel,Plum,925.0,647.0,https://www.bigbasket.com/media/uploads/p/l/40165517_4-plum-bright-years-under-eye-recovery-gel.jpg,15,Beauty & Hygiene,Eye Care
L'Amante Aqua Eau De Parfum - Perfume For Men,Engage,999.0,749.25,https://www.bigbasket.com/media/uploads/p/l/40203935_1-engage-lamante-aqua-eau-de-parfum-perfume-for-men.jpg,100,Beauty & Hygiene,Eau De Parfum
Honey Roasted Cashews,Nourish Organics,310.0,232.5,https://www.bigbasket.com/media/uploads/p/l/900448368_3-nourish-organics-honey-roasted-cashews.jpg,100,Gourmet & World Food,Roasted Seeds & Nuts
"Mutton Goatkid - Rewaji, Fresh & Flavourful",Fresho,1458.0,1049.0,https://www.bigbasket.com/media/uploads/p/l/40227690_1-fresho-mutton-goatkid-rewaji-fresh-flavourful.jpg,1,"Eggs, Meat & Fish",Fresh Mutton
Strong Hold - Hair Spray For Men,Beardo,450.0,337.5,https://www.bigbasket.com/media/uploads/p/l/40187414_1-beardo-strong-hold-hair-spray-for-men.jpg,135,Beauty & Hygiene,Hair Care & Styling
Intense Oil Clear Lemon Face Wash,Himalaya Men,180.0,137.0,https://www.bigbasket.com/media/uploads/p/l/40013485_7-himalaya-men-intense-oil-clear-lemon-face-wash.jpg,100,Beauty & Hygiene,Face & Body
Maharashtra Masala Corn Chivda - Crispy,Tasties Origins,109.0,69.0,https://www.bigbasket.com/media/uploads/p/l/40229179_2-tasties-origins-origins-namkeen-masala-corn-chiwda.jpg,150,Snacks & Branded Foods,Namkeen & Savoury Snacks
"Top Speed Hair Colour - With Mother Of Pearl & Ginseng Root Extract, No Ammonia, For Women",Revlon,699.0,524.0,https://www.bigbasket.com/media/uploads/p/l/40013547_8-revlon-top-speed-hair-color.jpg,100,Beauty & Hygiene,Hair Color
Pop Neon Nine Color Palette,Nicka K,799.0,399.5,https://www.bigbasket.com/media/uploads/p/l/40222364_1-nicka-k-pop-neon-nine-color-palette.jpg,8,Beauty & Hygiene,Eyes
Amritsari Chhole Masala,Keya,63.0,47.25,https://www.bigbasket.com/media/uploads/p/l/40185000_4-keya-amritsari-chhole-masala.jpg,100,"Foodgrains, Oil & Masala",Blended Masalas
Popxo Makeup Collection - Mini Nail Kit,MyGlamm,249.0,186.0,https://www.bigbasket.com/media/uploads/p/l/40234786_1-myglal-popxo-makeup-collection-mini-nail-kit.jpg,3,Beauty & Hygiene,Nails
Pure Lips Moisturising Lipstick,Iba,210.0,147.0,https://www.bigbasket.com/media/uploads/p/l/40195644_1-iba-pure-lips-moisturising-lipstick.jpg,4,Beauty & Hygiene,Lips
Lit Liquid Matte Lipstick - Curve,MyGlamm,395.0,256.0,https://www.bigbasket.com/media/uploads/p/l/40192325_2-myglal-lit-liquid-matte-lipstick-curve.jpg,3,Beauty & Hygiene,Lips
Mandarin Citrus Handmade Soap,Nyassa,325.0,243.0,https://www.bigbasket.com/media/uploads/p/l/40063924_2-nyassa-mandarin-citrus-handmade-soap.jpg,150,Beauty & Hygiene,Bathing Bars & Soaps
"Catla Fish - Steaks, Fresh & Flavourful",Fresho,221.0,159.0,https://www.bigbasket.com/media/uploads/p/l/40227698_1-fresho-catla-fish-steaks-fresh-flavourful.jpg,250,"Eggs, Meat & Fish",Fresh Water Fish
Shilajeet Capsules - Boosts Stamina & Calms Your Mind,Kapiva,599.0,569.05,https://www.bigbasket.com/media/uploads/p/l/40219555_1-kapiva-shilajeet-capsules-boosts-stamina-calms-your-mind.jpg,60,Beauty & Hygiene,Ayurveda
"Deep Radiance Hand Cream - With Vitamin C, Hyaluronic Acid",Charmis,70.0,59.5,https://www.bigbasket.com/media/uploads/p/l/40205466_3-charmis-deep-radiance-hand-cream-with-vitamin-c.jpg,50,Beauty & Hygiene,Body Care
Exotic Rose Handmade Soap,Nyassa,325.0,243.0,https://www.bigbasket.com/media/uploads/p/l/40063926_2-nyassa-exotic-rose-handmade-soap.jpg,150,Beauty & Hygiene,Bathing Bars & Soaps
Flawless Finish Primer,ColorBar,499.0,349.0,https://www.bigbasket.com/media/uploads/p/l/40204448_2-colorbar-flawless-finish-primer.jpg,30,Beauty & Hygiene,Face
"4 Way Foot Filer - Pedicure Set For Dead Skin Callus, For Women & Men",Gubb,235.0,176.25,https://www.bigbasket.com/media/uploads/p/l/40229186_1-gubb-4-way-foot-filer-pedicure-set-for-dead-skin-callus-for-women-men.jpg,1,Beauty & Hygiene,Nails
"Mutton Lamb - Curry Cut, From Whole Carcass, 10 To 15 pcs",Fresho,763.0,549.0,https://www.bigbasket.com/media/uploads/p/l/40227608_1-fresho-mutton-lamb-curry-cut-from-whole-carcass.jpg,500,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Lamb - Curry Cut, From Whole Carcass, Fresh & Tender, 7 To 9 pcs",Fresho,429.0,309.0,https://www.bigbasket.com/media/uploads/p/l/40227609_1-fresho-mutton-lamb-curry-cut-from-whole-carcass-fresh-tender.jpg,250,"Eggs, Meat & Fish",Fresh Mutton
"Mutton Lamb - Curry Cut, From Whole Carcass, Fresh & Juicy, 28 To 34 pcs",Fresho,1458.0,1049.0,https://www.bigbasket.com/media/uploads/p/l/40227610_1-fresho-mutton-lamb-curry-cut-from-whole-carcass-fresh-juicy.jpg,1,"Eggs, Meat & Fish",Fresh Mutton
LIT pH LIP Balm - Rose All Day,MyGlamm,345.0,258.75,https://www.bigbasket.com/media/uploads/p/l/40179678_3-myglal-lit-ph-lip-balm-rose-all-day.jpg,2,Beauty & Hygiene,Lips
"Premium Digital Tampon - Medium Flow, FDA Approved",Sirona,295.0,215.0,https://www.bigbasket.com/media/uploads/p/l/40125228_7-sirona-premium-digital-tampon-medium-flow-fda-approved.jpg,20,Beauty & Hygiene,Tampons & Menstrual Cups
White Perfect Clinical Day Cream - Moisturises & Brightens The Skin,Loreal Paris,1200.0,780.0,https://www.bigbasket.com/media/uploads/p/l/30003927_9-loreal-paris-white-perfect-clinical-day-cream-spf19-pa.jpg,50,Beauty & Hygiene,Face Care
HD All In One Make Up Stick,Blue Heaven,150.0,108.0,https://www.bigbasket.com/media/uploads/p/l/40228287_1-blue-heaven-hd-all-in-one-make-up-stick.jpg,10,Beauty & Hygiene,Face
Hyper Matte Foundation,Blue Heaven,200.0,136.0,https://www.bigbasket.com/media/uploads/p/l/40234124_1-blue-heaven-hyper-matte-foundation.jpg,30,Beauty & Hygiene,Face
Himalayan Rose Lip Balm,Fizzy Fern,250.0,187.5,https://www.bigbasket.com/media/uploads/p/l/40165577_4-fizzy-fern-himalayan-rose-lip-balm.jpg,5,Beauty & Hygiene,Lip Care
Celeste Perfume For Women - EDP,Skinn by Titan,1895.0,1519.79,https://www.bigbasket.com/media/uploads/p/l/40083414_5-skinn-by-titan-celeste-perfume-for-women-edp.jpg,50,Beauty & Hygiene,Eau De Parfum
"Face Powder - With Sunscreen, Matte Finish, For Wheatish Brown Skin Types",Eyetex Dazller,120.0,90.0,https://www.bigbasket.com/media/uploads/p/l/40230103_1-eyetex-dazller-face-powder-with-sunscreen-matte-finish-for-wheatish-brown-skin-types.jpg,30,Beauty & Hygiene,Face
Prose Eau De Parfum Fougere Perfume - Casual Wear For Men,Ajmal,1500.0,750.0,https://www.bigbasket.com/media/uploads/p/l/40203215_2-ajmal-prose-eau-de-parfum-fougere-perfume-casual-wear-for-men.jpg,100,Beauty & Hygiene,Eau De Parfum
Wolfthorn - Deodorant Body Spray,Old Spice,249.0,211.0,https://www.bigbasket.com/media/uploads/p/l/40190661_2-old-spice-wolfthorn-deodorant-body-spray.jpg,115,Beauty & Hygiene,Men's Deodorants
Berry Scrub Strawberry & Aloe Vera Exfoliating Face Wash,Lotus Herbals,155.0,116.25,https://www.bigbasket.com/media/uploads/p/l/254689_2-lotus-herbals-berry-scrub-strawberry-aloe-vera-exfoliating-face-wash.jpg,80,Beauty & Hygiene,Face Care
Berryscrub Strawberry & Aloe Vera Exfoliating Face Wash,Lotus Herbals,210.0,157.5,https://www.bigbasket.com/media/uploads/p/l/40052329_2-lotus-herbals-berryscrub-strawberry-aloe-vera-exfoliating-face-wash.jpg,120,Beauty & Hygiene,Face Care
Skin Fruits Spots & Tan Clear Papaya Face Wash - For Normal To Dry Skin,Joy,125.0,81.25,https://www.bigbasket.com/media/uploads/p/l/40170457_5-joy-skin-fruits-spots-tan-clear-face-wash.jpg,100,Beauty & Hygiene,Face Care
Lit Liquid Matte Lipstick,MyGlamm,395.0,296.0,https://www.bigbasket.com/media/uploads/p/l/40210440_1-myglal-lit-liquid-matte-lipstick.jpg,3,Beauty & Hygiene,Lips
The Blushed Nudes Eye Shadow Palette,Maybelline New York,999.0,749.0,https://www.bigbasket.com/media/uploads/p/l/40187188_1-maybelline-new-york-the-blushed-nudes-eye-shadow-palette.jpg,9,Beauty & Hygiene,Eyes
Fennel Delight,BB Royal,80.0,60.0,https://www.bigbasket.com/media/uploads/p/l/40205474_1-bb-royal-fennel-delight.jpg,90,"Foodgrains, Oil & Masala",Mukhwas
5 Min Yum Pasta - With Red Sauce,Sundrop,60.0,55.0,https://www.bigbasket.com/media/uploads/p/l/40229834_1-sundrop-5-min-yum-pasta-with-red-sauce.jpg,200,Snacks & Branded Foods,Instant Pasta
Yang Eau De Parfum for Women,Engage,499.0,324.0,https://www.bigbasket.com/media/uploads/p/l/40121429_3-engage-eau-de-parfum-yang-for-women.jpg,90,Beauty & Hygiene,Eau De Parfum
"Lavender Moisturizing Gel - Light, Non-oily, Naturally Soothing & Hydrating",Vaseline,265.0,172.25,https://www.bigbasket.com/media/uploads/p/l/40193819_3-vaseline-lavender-moisturizing-gel-light-non-oily-naturally-soothing-hydrating.jpg,200,Beauty & Hygiene,Body Care
Pure Aloe Multi Benefit Skin Cream,Joy,95.0,76.0,https://www.bigbasket.com/media/uploads/p/l/40075179_6-joy-pure-aloe-multi-benefit-skin-cream.jpg,100,Beauty & Hygiene,Face Care
Magicompact - Sand,Biotique Natural Makeup,145.0,108.75,https://www.bigbasket.com/media/uploads/p/l/40192585_1-biotique-natural-makeup-magicompact-sand.jpg,8,Beauty & Hygiene,Face
