ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory,Absolute_Url
"Green Moong/Hesaru Kaalu - Split, Chilka",BB Royal,180.00,135.00,https://www.bigbasket.com/media/uploads/p/l/40026594_10-bb-royal-green-moong-splitchilka.jpg,1 kg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal",https://www.bigbasket.com/pd/40026594/bb-royal-green-moong-splitchilka-1-kg-pouch/
Organic - Chana Dal/Channa Unpolished,BB Royal,141.00,110.00,https://www.bigbasket.com/media/uploads/p/l/40072468_13-bb-royal-organic-chana-dalchanna-unpolished.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072468/bb-royal-organic-chana-dalchanna-unpolished-1-kg/
Organic - Chana Dal/Channa Unpolished,BB Royal,72.00,57.00,https://www.bigbasket.com/media/uploads/p/l/40072469_13-bb-royal-organic-chana-dalchanna-unpolished.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072469/bb-royal-organic-chana-dalchanna-unpolished-500-g/
Organic - Chana Dal/Channa Unpolished,BB Royal,279.00,205.00,https://www.bigbasket.com/media/uploads/p/l/40125918_11-bb-royal-organic-chana-dalchanna-unpolished.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40125918/bb-royal-organic-chana-dalchanna-unpolished-2-kg/
Raisins/Ona Drakshi - Indian,BB Royal,60.00,45.00,https://www.bigbasket.com/media/uploads/p/l/10000504_12-bb-royal-raisinskishmish-indian.jpg,100 g,"Foodgrains, Oil & Masala",Raisins,https://www.bigbasket.com/pd/10000504/bb-royal-raisinskishmish-indian-100-g-pouch/
Raisins/Ona Drakshi - Indian,BB Royal,120.00,88.00,https://www.bigbasket.com/media/uploads/p/l/10000530_11-bb-royal-raisinskishmish-indian.jpg,200 g,"Foodgrains, Oil & Masala",Raisins,https://www.bigbasket.com/pd/10000530/bb-royal-raisinskishmish-indian-200-g-pouch/
Indian Raisins/Ona Drakshi,BB Royal,600.00,420.00,https://www.bigbasket.com/media/uploads/p/l/40053923_5-bb-royal-raisinskishmish.jpg,1 kg,"Foodgrains, Oil & Masala",Raisins,https://www.bigbasket.com/pd/40053923/bb-royal-raisinskishmish-1-kg/
Raisins/Ona Drakshi - Indian,BB Royal,300.00,210.00,https://www.bigbasket.com/media/uploads/p/l/40046740_8-bb-royal-raisinskishmish-indian.jpg,500 g,"Foodgrains, Oil & Masala",Raisins,https://www.bigbasket.com/pd/40046740/bb-royal-raisinskishmish-indian-500-g/
Watermelon - Organically Grown (Loose),Fresho,68.97,45.00,https://www.bigbasket.com/media/uploads/p/l/40023482_8-fresho-watermelon-organically-grown.jpg,1 pc (approx. 1 -3 kg),Fruits & Vegetables,Organic Fruits,https://www.bigbasket.com/pd/40023482/fresho-watermelon-organically-grown-1-pc-approx-1-3-kg/
"Ceramic Dining Bowl/Katori - Floral Design, Hand Painted, Ancient Royal Blue",BB Home Earth,299.00,199.00,https://www.bigbasket.com/media/uploads/p/l/40235119_2-bb-home-earth-dinner-bowl-ancient-royal-blue-with-floral-design.jpg,200 ml,"Kitchen, Garden & Pets",Plates & Bowls,https://www.bigbasket.com/pd/40235119/bb-home-earth-dinner-bowl-ancient-royal-blue-with-floral-design-200-ml/
Snake Gourd,Fresho,38.96,29.00,https://www.bigbasket.com/media/uploads/p/l/10000184_13-fresho-snake-gourd.jpg,1 kg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000184/fresho-snake-gourd-1-kg/
Snake Gourd,Fresho,19.48,14.50,https://www.bigbasket.com/media/uploads/p/l/10000185_11-fresho-snake-gourd.jpg,500 g,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000185/fresho-snake-gourd-500-g/
Snake Gourd,Fresho,9.74,7.50,https://www.bigbasket.com/media/uploads/p/l/10000186_11-fresho-snake-gourd.jpg,250 g,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick",https://www.bigbasket.com/pd/10000186/fresho-snake-gourd-250-g/
"Borosilicate Glass Food/Tiffin/Storage Container - With PP Lid, Round, Blue",BB Home,499.00,349.00,https://www.bigbasket.com/media/uploads/p/l/40218529_6-bb-home-borosilicate-glass-foodtiffinstorage-container-with-pp-lid-round-blue.jpg,650 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40218529/bb-home-borosilicate-glass-foodtiffinstorage-container-with-pp-lid-round-blue-650-ml/
"Borosilicate Glass Food/Tiffin/Storage Container - With PP Lid, Round, Blue",BB Home,649.00,449.00,https://www.bigbasket.com/media/uploads/p/l/40218530_6-bb-home-borosilicate-glass-foodtiffinstorage-container-with-pp-lid-round-blue.jpg,950 ml,"Kitchen, Garden & Pets",Containers Sets,https://www.bigbasket.com/pd/40218530/bb-home-borosilicate-glass-foodtiffinstorage-container-with-pp-lid-round-blue-950-ml/
Anti-Dandruff Shampoo - Anti Hairfall,Head & shoulders,75.00,75.00,https://www.bigbasket.com/media/uploads/p/l/267873_8-head-shoulders-anti-dandruff-shampoo-anti-hairfall.jpg,72 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/267873/head-shoulders-anti-dandruff-shampoo-anti-hairfall-72-ml/
"Anti-Hairfall & Anti-Dandruff Shampoo, Upto 100% Dandruff Free",Head & shoulders,180.00,162.00,https://www.bigbasket.com/media/uploads/p/l/307916_10-head-shoulders-anti-dandruff-shampoo-anti-hairfall.jpg,180 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/307916/head-shoulders-anti-dandruff-shampoo-anti-hairfall-180-ml/
"Anti-Hairfall & Anti-Dandruff Shampoo, Upto 100% Dandruff Free",Head & shoulders,345.00,310.50,https://www.bigbasket.com/media/uploads/p/l/307917_7-head-shoulders-anti-dandruff-shampoo-anti-hairfall.jpg,340 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/307917/head-shoulders-anti-dandruff-shampoo-anti-hairfall-340-ml/
"Anti-Hairfall & Anti-Dandruff Shampoo, Upto 100% Dandruff Free",Head & shoulders,740.00,399.50,https://www.bigbasket.com/media/uploads/p/l/202239_11-head-shoulders-anti-dandruff-shampoo-for-hairfall-reduces-breakage.jpg,650 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/202239/head-shoulders-anti-dandruff-shampoo-for-hairfall-reduces-breakage-650-ml/
Jaggery/Bella - Kolhapuri,BB Royal,72.00,44.00,https://www.bigbasket.com/media/uploads/p/l/40097131_7-bb-royal-jaggery-kolhapuri.jpg,450 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40097131/bb-royal-jaggery-kolhapuri-450-g/
Jaggery/Bella - Kolhapuri,BB Royal,112.00,80.00,https://www.bigbasket.com/media/uploads/p/l/40071221_11-bb-royal-jaggery-kolhapuri.jpg,900 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40071221/bb-royal-jaggery-kolhapuri-900-g/
bb Popular Almond + bb Royal Whole Cashew + bb Royal Indian Raisins(200g),bb Combo,760.00,478.00,https://www.bigbasket.com/media/uploads/p/l/1200116_2-bb-combo-bb-popular-almond-bb-royal-whole-cashew-bb-royal-indian-raisins200g.jpg,Combo,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/1200116/bb-combo-bb-popular-almond-bb-royal-whole-cashew-bb-royal-indian-raisins200g-combo/
bbRoyal Pista Kernel+ Dry Dates (100G)+ bbPopular Cashew+Raisins+Almond (100G),bb Combo,700.00,518.00,https://www.bigbasket.com/media/uploads/p/l/1206890_1-bb-combo-bbroyal-pista-kernel-dry-dates-100g-bbpopular-cashewraisinsalmond-100g.jpg,Combo,"Foodgrains, Oil & Masala",Other Dry Fruits,https://www.bigbasket.com/pd/1206890/bb-combo-bbroyal-pista-kernel-dry-dates-100g-bbpopular-cashewraisinsalmond-100g-combo/
All in One Mixture,Tasties,49.00,36.00,https://www.bigbasket.com/media/uploads/p/l/40115863_9-tasties-namkeen-all-in-one-mixture.jpg,150 g,Snacks & Branded Foods,Namkeen & Savoury Snacks,https://www.bigbasket.com/pd/40115863/tasties-namkeen-all-in-one-mixture-150-g/
Namkeen - All In One Mixture,Tasties,294.00,199.02,https://www.bigbasket.com/media/uploads/p/l/1209797_3-tasties-namkeen-all-in-one-mixture.jpg,6x150 g,Snacks & Branded Foods,Namkeen & Savoury Snacks,https://www.bigbasket.com/pd/1209797/tasties-namkeen-all-in-one-mixture-6x150-g/
Namkeen - All In One Mixture,Tasties,147.00,105.00,https://www.bigbasket.com/media/uploads/p/l/1209791_2-tasties-namkeen-all-in-one-mixture.jpg,3x150 g,Snacks & Branded Foods,Namkeen & Savoury Snacks,https://www.bigbasket.com/pd/1209791/tasties-namkeen-all-in-one-mixture-3x150-g/
"Men Fresh Active Deodorant - Ocean Extracts, Long Lasting Freshness",Nivea,225.00,151.00,https://www.bigbasket.com/media/uploads/p/l/263799_6-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/263799/nivea-fresh-active-men-deodorant-48h-long-lasting-freshness-150-ml-bottle/
Fresh Active Men Deodorant - 48h Long lasting Freshness,Nivea,450.00,264.25,https://www.bigbasket.com/media/uploads/p/l/1213581_2-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,2x150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1213581/nivea-fresh-active-men-deodorant-48h-long-lasting-freshness-2x150-ml-bottle/
"Men Fresh Active Deodorant - Ocean Extracts, Long Lasting Freshness",Nivea,675.00,339.75,https://www.bigbasket.com/media/uploads/p/l/1213582_3-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,3x150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1213582/nivea-fresh-active-men-deodorant-48h-long-lasting-freshness-3x150-ml-bottle/
Fresh Active Men Deodorant - 48h Long lasting Freshness,Nivea,900.00,437.90,https://www.bigbasket.com/media/uploads/p/l/1213583_2-nivea-fresh-active-men-deodorant-48h-long-lasting-freshness.jpg,4x150 ml,Beauty & Hygiene,Men's Deodorants,https://www.bigbasket.com/pd/1213583/nivea-fresh-active-men-deodorant-48h-long-lasting-freshness-4x150-ml-bottle/
Nourish Body Milk 400Ml+ Soft Light Moisturiser 200 Ml,Nivea,709.00,471.49,https://www.bigbasket.com/media/uploads/p/l/1208580_4-nivea-nourish-body-milk-400ml-soft-light-moisturiser-200-ml.jpg,Combo,Beauty & Hygiene,Face Care,https://www.bigbasket.com/pd/1208580/nivea-nourish-body-milk-400ml-soft-light-moisturiser-200-ml-combo/
"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",Del Monte,130.00,76.50,https://www.bigbasket.com/media/uploads/p/l/40015686_7-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,950 g,Snacks & Branded Foods,Tomato Ketchup & Sauces,https://www.bigbasket.com/pd/40015686/del-monte-tomato-ketchup-classic-blend-rich-thick-condiment-950-g-spout-pouch/
"Tomato Ketchup - Classic Blend, Rich & Thick Condiment",Del Monte,95.00,95.00,https://www.bigbasket.com/media/uploads/p/l/40015687_4-del-monte-tomato-ketchup-classic-blend-rich-thick-condiment.jpg,500 g,Snacks & Branded Foods,Tomato Ketchup & Sauces,https://www.bigbasket.com/pd/40015687/del-monte-tomato-ketchup-classic-blend-rich-thick-condiment-500-g-spout-pouch/
Charcoal Clean Black Gel Toothpaste - Bamboo Charcoal & Mint,Colgate,143.00,112.50,https://www.bigbasket.com/media/uploads/p/l/40179844_1-colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint.jpg,120 g,Beauty & Hygiene,Toothpaste,https://www.bigbasket.com/pd/40179844/colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint-120-g/
Charcoal Clean Toothpaste,Colgate,286.00,213.75,https://www.bigbasket.com/media/uploads/p/l/1208942_2-colgate-charcoal-clean-toothpaste.jpg,2x120 g,Beauty & Hygiene,Toothpaste,https://www.bigbasket.com/pd/1208942/colgate-charcoal-clean-toothpaste-2x120-g/
"Charcoal Clean Black Gel Toothpaste - Bamboo Charcoal & Mint, Saver Pack",Colgate,276.00,189.50,https://www.bigbasket.com/media/uploads/p/l/40186854_2-colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint-saver-pack.jpg,240 g,Beauty & Hygiene,Toothpaste,https://www.bigbasket.com/pd/40186854/colgate-charcoal-clean-black-gel-toothpaste-bamboo-charcoal-mint-saver-pack-240-g/
Pumpkin - Organically Grown (Loose),Fresho,91.94,70.79,https://www.bigbasket.com/media/uploads/p/l/40023471_4-fresho-pumpkin-organically-grown.jpg,1 pc,Fruits & Vegetables,Organic Vegetables,https://www.bigbasket.com/pd/40023471/fresho-pumpkin-organically-grown-1-pc/
Jaggery Bucket,BB Royal,50.00,34.00,https://www.bigbasket.com/media/uploads/p/l/40211197_1-bb-royal-jaggery-bucket.jpg,500 g,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40211197/bb-royal-jaggery-bucket-500-g/
Jaggery Bucket,BB Royal,100.00,66.00,https://www.bigbasket.com/media/uploads/p/l/40211198_1-bb-royal-jaggery-bucket.jpg,1 kg,"Foodgrains, Oil & Masala",Sugar & Jaggery,https://www.bigbasket.com/pd/40211198/bb-royal-jaggery-bucket-1-kg/
Organic - Urad Whole 500g + Tur/Toor Dal 500g + Chana Dal 500g + Moong Dal 500g,BB Royal,408.00,303.00,https://www.bigbasket.com/media/uploads/p/l/1202084_1-bb-royal-organic-urad-whole-500g-turtoor-dal-500g-chana-dal-500g-moong-dal-500g.jpg,Combo,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/1202084/bb-royal-organic-urad-whole-500g-turtoor-dal-500g-chana-dal-500g-moong-dal-500g-combo/
"Steel Hook/Hanger Self Adhesive/Stickable - Leaf Shaped, BH 055",BB Home,109.00,79.00,https://www.bigbasket.com/media/uploads/p/l/40144767_2-bb-home-steel-hookhanger-self-adhesivestickable-leaf-shaped-bh-055.jpg,2 pcs,"Kitchen, Garden & Pets",Wall Hooks & Hangers,https://www.bigbasket.com/pd/40144767/bb-home-steel-hookhanger-self-adhesivestickable-leaf-shaped-bh-055-2-pcs/
Til/Ellu - White,BB Royal,250.00,145.00,https://www.bigbasket.com/media/uploads/p/l/30009180_8-bb-royal-til-white.jpg,500 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/30009180/bb-royal-til-white-500-g/
Til/Ellu - White,BB Royal,50.00,30.00,https://www.bigbasket.com/media/uploads/p/l/30000303_10-bb-royal-til-white.jpg,100 g,"Foodgrains, Oil & Masala",Whole Spices,https://www.bigbasket.com/pd/30000303/bb-royal-til-white-100-g/
"bbPopular Almond Californian, Giri + Raisins Indian + bbRoyal Dry Dates (100 gm)",bb Combo,250.00,166.00,https://www.bigbasket.com/media/uploads/p/l/1206893_1-bb-combo-bbpopular-almond-californian-giri-raisins-indian-bbroyal-dry-dates-100-gm.jpg,Combo,"Foodgrains, Oil & Masala",Almonds,https://www.bigbasket.com/pd/1206893/bb-combo-bbpopular-almond-californian-giri-raisins-indian-bbroyal-dry-dates-100-gm-combo/
"Almond Drink - Unsweetened, Dairy Free",Epigamia ,300.00,212.00,https://www.bigbasket.com/media/uploads/p/l/40201828_3-epigamia-almond-milk-unsweetened-dairy-free.jpg,1 L,"Bakery, Cakes & Dairy",Dairy Free (Vegan),https://www.bigbasket.com/pd/40201828/epigamia-almond-milk-unsweetened-dairy-free-1-l-tetrapack/
Baby Powder,Himalaya Baby,235.00,171.00,https://www.bigbasket.com/media/uploads/p/l/100526377_4-himalaya-baby-baby-powder.jpg,400 g,Baby Care,Baby Powder,https://www.bigbasket.com/pd/100526377/himalaya-baby-baby-powder-400-g/
Baby Powder,Himalaya Baby,83.00,78.85,https://www.bigbasket.com/media/uploads/p/l/100014839_4-himalaya-baby-baby-powder.jpg,100 g,Baby Care,Baby Powder,https://www.bigbasket.com/pd/100014839/himalaya-baby-baby-powder-100-g-bottle/
"Chicken Curry Cut - With Skin, Antibiotic Residue-Free, 12-16 Pcs",Fresho,248.00,138.00,https://www.bigbasket.com/media/uploads/p/l/10000926_9-fresho-chicken-curry-cut-with-skin-antibiotic-residue-free-12-14-pcs.jpg,500 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10000926/fresho-chicken-curry-cut-with-skin-antibiotic-residue-free-12-14-pcs-500-g/
"Chicken Curry Cut - With Skin, Antibiotic Residue-Free, 6 To 9 Pcs",Fresho,138.00,99.00,https://www.bigbasket.com/media/uploads/p/l/10000927_7-fresho-chicken-curry-cut-with-skin-antibiotic-residue-free.jpg,250 g,"Eggs, Meat & Fish",Fresh Chicken,https://www.bigbasket.com/pd/10000927/fresho-chicken-curry-cut-with-skin-antibiotic-residue-free-250-g/
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,740.00,399.50,https://www.bigbasket.com/media/uploads/p/l/215130_15-head-shoulders-anti-dandruff-shampoo-cool-menthol-energizes-scalp.jpg,650 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/215130/head-shoulders-anti-dandruff-shampoo-cool-menthol-energizes-scalp-650-ml/
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,75.00,75.00,https://www.bigbasket.com/media/uploads/p/l/267964_11-head-shoulders-anti-dandruff-shampoo-cool-menthol.jpg,72 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/267964/head-shoulders-anti-dandruff-shampoo-cool-menthol-72-ml/
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,345.00,310.50,https://www.bigbasket.com/media/uploads/p/l/212701_8-head-shoulders-anti-dandruff-shampoo-cool-menthol.jpg,340 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/212701/head-shoulders-anti-dandruff-shampoo-cool-menthol-340-ml/
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,180.00,162.00,https://www.bigbasket.com/media/uploads/p/l/267845_11-head-shoulders-anti-dandruff-shampoo-cool-menthol-energizes-scalp.jpg,180 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/267845/head-shoulders-anti-dandruff-shampoo-cool-menthol-energizes-scalp-180-ml/
"Cool Menthol Anti-Dandruff Shampoo - Cools & Energizes Scalp, Upto 100% Dandruff Free",Head & shoulders,890.00,712.00,https://www.bigbasket.com/media/uploads/p/l/40117655_4-head-shoulders-cool-menthol-anti-dandruff-shampoo-for-women-men.jpg,1 L,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40117655/head-shoulders-cool-menthol-anti-dandruff-shampoo-for-women-men-1-l/
"Organic - Green Moong,Hesaru Kaalu - Whole",BB Royal,91.00,72.00,https://www.bigbasket.com/media/uploads/p/l/40072472_13-bb-royal-organic-green-moong-whole.jpg,500 g,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072472/bb-royal-organic-green-moong-whole-500-g/
Organic - Green Moong Whole/Hesaru Kaalu,BB Royal,355.00,265.00,https://www.bigbasket.com/media/uploads/p/l/40135845_8-bb-royal-organic-green-moong-whole.jpg,2 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40135845/bb-royal-organic-green-moong-whole-2-kg/
"Organic - Green Moong/Hesaru Kaalu, Whole",BB Royal,179.00,135.00,https://www.bigbasket.com/media/uploads/p/l/40072471_15-bb-royal-organic-green-moong-whole.jpg,1 kg,"Foodgrains, Oil & Masala",Organic Dals & Pulses,https://www.bigbasket.com/pd/40072471/bb-royal-organic-green-moong-whole-1-kg/
Baby Cream,Himalaya Baby,270.00,197.00,https://www.bigbasket.com/media/uploads/p/l/40017043_4-himalaya-baby-baby-cream.jpg,200 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/40017043/himalaya-baby-baby-cream-200-ml/
Baby Cream,Himalaya Baby,80.00,80.00,https://www.bigbasket.com/media/uploads/p/l/100014837_5-himalaya-baby-baby-cream.jpg,50 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/100014837/himalaya-baby-baby-cream-50-ml-tube/
Baby Cream,Himalaya Baby,150.00,127.00,https://www.bigbasket.com/media/uploads/p/l/100428245_6-himalaya-baby-baby-cream.jpg,100 ml,Baby Care,Baby Creams & Lotions,https://www.bigbasket.com/pd/100428245/himalaya-baby-baby-cream-100-ml-tube/
"Smooth & Silky Anti-Dandruff Shampoo - Smooth Hair from Root to Tip, Upto 100% Dandruff Free",Head & shoulders,345.00,299.00,https://www.bigbasket.com/media/uploads/p/l/40032968_6-head-shoulders-anti-dandruff-shampoo-smooth-silky.jpg,340 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40032968/head-shoulders-anti-dandruff-shampoo-smooth-silky-340-ml/
"Smooth & Silky Anti-Dandruff Shampoo - Smooth Hair from Root to Tip, Upto 100% Dandruff Free",Head & shoulders,930.00,604.50,https://www.bigbasket.com/media/uploads/p/l/40117656_3-head-shoulders-anti-dandruff-shampoo-smooth-silky-moisturises-cleanses-restores.jpg,1 L,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/40117656/head-shoulders-anti-dandruff-shampoo-smooth-silky-moisturises-cleanses-restores-1-l/
Smooth & Silky Anti-Dandruff Shampoo - Smooth Hair from Root to Tip,Head & shoulders,740.00,399.50,https://www.bigbasket.com/media/uploads/p/l/202242_9-head-shoulders-anti-dandruff-shampoo-smooth-silky-for-dry-damaged-hair.jpg,650 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/202242/head-shoulders-anti-dandruff-shampoo-smooth-silky-for-dry-damaged-hair-650-ml/
Smooth & Silky Anti-Dandruff Shampoo - Smooth Hair from Root to Tip,Head & shoulders,75.00,72.00,https://www.bigbasket.com/media/uploads/p/l/267963_10-head-shoulders-anti-dandruff-shampoo-smooth-silky.jpg,72 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/267963/head-shoulders-anti-dandruff-shampoo-smooth-silky-72-ml/
"Smooth & Silky Anti-Dandruff Shampoo - Smooth Hair from Root to Tip, Upto 100% Dandruff Free",Head & shoulders,180.00,147.00,https://www.bigbasket.com/media/uploads/p/l/267846_7-head-shoulders-anti-dandruff-shampoo-smooth-silky-for-dry-damaged-hair.jpg,180 ml,Beauty & Hygiene,Shampoo & Conditioner,https://www.bigbasket.com/pd/267846/head-shoulders-anti-dandruff-shampoo-smooth-silky-for-dry-damaged-hair-180-ml/
Nacho Chips Variety Pack- Jalapeno 150 g + Cheese 150 g,Tasties,180.00,127.12,https://www.bigbasket.com/media/uploads/p/l/1212655_1-tasties-nacho-chips-variety-pack-jalapeno-150-g-cheese-150-g.jpg,Combo,Gourmet & World Food,Nachos & Chips,https://www.bigbasket.com/pd/1212655/tasties-nacho-chips-variety-pack-jalapeno-150-g-cheese-150-g-combo/
Palakkad Red Matta Boiled Rice - Unda,BB Royal,70.00,49.00,https://www.bigbasket.com/media/uploads/p/l/40169840_2-bb-royal-palakkad-red-matta-boiled-rice-unda.jpg,1 kg,"Foodgrains, Oil & Masala",Boiled & Steam Rice,https://www.bigbasket.com/pd/40169840/bb-royal-palakkad-red-matta-boiled-rice-unda-1-kg-pouch/
Palakkad Red Matta Boiled Rice - Unda,BB Royal,350.00,240.00,https://www.bigbasket.com/media/uploads/p/l/40169841_2-bb-royal-palakkad-red-matta-boiled-rice-unda.jpg,5 kg,"Foodgrains, Oil & Masala",Boiled & Steam Rice,https://www.bigbasket.com/pd/40169841/bb-royal-palakkad-red-matta-boiled-rice-unda-5-kg-pouch/
H2O Unbreakable Water Bottle - Pink,Cello,194.00,119.00,https://www.bigbasket.com/media/uploads/p/l/40080584_2-cello-h2o-unbreakable-water-bottle-pink.jpg,1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/40080584/cello-h2o-unbreakable-water-bottle-pink-1-l/
H2O Unbreakable Water Bottle - Pink,Cello,1164.00,714.00,https://www.bigbasket.com/media/uploads/p/l/1206864_1-cello-h2o-unbreakable-water-bottle-pink.jpg,6x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206864/cello-h2o-unbreakable-water-bottle-pink-6x1-l/
H2O Unbreakable Water Bottle - Pink,Cello,388.00,178.00,https://www.bigbasket.com/media/uploads/p/l/1206878_1-cello-h2o-unbreakable-water-bottle-pink.jpg,2x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206878/cello-h2o-unbreakable-water-bottle-pink-2x1-l/
H2O Unbreakable Water Bottle - Pink,Cello,582.00,267.00,https://www.bigbasket.com/media/uploads/p/l/1206871_1-cello-h2o-unbreakable-water-bottle-pink.jpg,3x1 L,"Kitchen, Garden & Pets",Water & Fridge Bottles,https://www.bigbasket.com/pd/1206871/cello-h2o-unbreakable-water-bottle-pink-3x1-l/
"Aloe Hydration Body Lotion - Normal Skin, With Deep Moisture Serum & Aloe Vera, 48h Refreshing Moisture Care",Nivea,559.00,335.40,https://www.bigbasket.com/media/uploads/p/l/40188043_2-nivea-aloe-hydration-body-lotion-for-men-women.jpg,600 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40188043/nivea-aloe-hydration-body-lotion-for-men-women-600-ml/
"Aloe Hydration Body Lotion - Normal Skin, With Deep Moisture Serum & Aloe Vera, 48h Deep Moisture",Nivea,425.00,297.50,https://www.bigbasket.com/media/uploads/p/l/40124827_6-nivea-body-lotion-aloe-hydration-with-aloe-vera-for-men-women.jpg,400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40124827/nivea-body-lotion-aloe-hydration-with-aloe-vera-for-men-women-400-ml/
"Aloe Hydration Body Lotion - Normal Skin, With Deep Moisture Serum & Aloe Vera",Nivea,275.00,220.00,https://www.bigbasket.com/media/uploads/p/l/40124828_4-nivea-body-lotion-aloe-hydration-with-aloe-vera-for-men-women.jpg,200 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/40124828/nivea-body-lotion-aloe-hydration-with-aloe-vera-for-men-women-200-ml/
Aloe Hydration Body Lotion - For Normal Skin,Nivea,850.00,565.25,https://www.bigbasket.com/media/uploads/p/l/1208539_5-nivea-aloe-hydration-body-lotion-for-normal-skin.jpg,2x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1208539/nivea-aloe-hydration-body-lotion-for-normal-skin-2x400-ml/
"Body Lotion - Aloe Hydration, For Normal Skin",Nivea,1275.00,847.88,https://www.bigbasket.com/media/uploads/p/l/1212191_2-nivea-body-lotion-aloe-hydration-for-normal-skin.jpg,3x400 ml,Beauty & Hygiene,Body Care,https://www.bigbasket.com/pd/1212191/nivea-body-lotion-aloe-hydration-for-normal-skin-3x400-ml/
