,ProductName,Brand,Price,DiscountPrice,Image_Url,Quantity,Category,SubCategory
3316,"Depigmenting Intimate Serum - Even Skin Tone, Restores pH Level, Moisturises Skin",Sirona,599.0,425.29,https://www.bigbasket.com/media/uploads/p/l/40239829_1-sirona-depigmenting-intimate-serum-even-skin-tone-restores-ph-level-moisturises-skin.jpg,50,Beauty & Hygiene,Intimate Wash & Care
3317,"Green Tea - Zoho, Lemongrass",Teamonk,200.0,120.0,https://www.bigbasket.com/media/uploads/p/l/40124579_2-teamonk-green-tea-zoho-lemongrass.jpg,20,Beverages,Green Tea
3318,Organic Rice - Brown Basmati/Basmati Akki,24 Mantra,220.0,220.0,https://www.bigbasket.com/media/uploads/p/l/279841_5-24-mantra-organic-rice-brown-basmati.jpg,1,"Foodgrains, Oil & Masala","Organic Rice, Other Rice"
3319,"Aluminium Cake Mould - Car, Small, Assorted Colour",Rolex ,492.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40061344_2-rolex-aluminium-cake-mould-car-small-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Bakeware Accessories
3320,Non Stick Coated Muffin Tray - 12 Cavity,Rolex ,769.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40061407_3-rolex-non-stick-coated-muffin-tray-12-cavity.jpg,1,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters"
3321,Springform Cake Mould Bakeware Pan - Round,Rolex ,1099.0,629.0,https://www.bigbasket.com/media/uploads/p/l/40061408_5-rolex-springform-cake-mould-bakeware-pan-round.jpg,3,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters"
3322,Silicon Baking Sheet - Assorted Colour,Rolex ,533.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40061434_2-rolex-silicon-baking-sheet-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Bakeware Accessories
3323,"Aluminium Cake Mould - Square, Assorted Colour",Rolex ,635.0,449.0,https://www.bigbasket.com/media/uploads/p/l/40061411_3-rolex-aluminium-cake-mould-square-assorted-colour.jpg,3,"Kitchen, Garden & Pets",Bakeware Accessories
3324,Long-Lasting Eye,ESSENCE,185.0,157.25,https://www.bigbasket.com/media/uploads/p/l/40052652_4-essence-long-lasting-eye.jpg,1,Beauty & Hygiene,Eyes
3325,"Oil Control Face Wash - TeaTree, Clove & Neem, For Combination & Oily Skin Type, Sulpate Free & PH Balanced",INATUR ,310.0,216.0,https://www.bigbasket.com/media/uploads/p/l/40149674_2-inatur-oil-control-face-wash.jpg,150,Beauty & Hygiene,Face Care
3326,"Silky Skin Face Wash - Rose Oil & Aloe Vera, For Normal & Dry Skin, Swiss Moisturiser, PH Balanced & 100% Soap Free",INATUR ,380.0,189.0,https://www.bigbasket.com/media/uploads/p/l/40149676_2-inatur-silky-skin-face-wash.jpg,150,Beauty & Hygiene,Face Care
3327,Urban Balance Skin Comfort Serum,Faces,1199.0,719.4,https://www.bigbasket.com/media/uploads/p/l/40146669_1-faces-urban-balance-skin-comfort-serum.jpg,30,Beauty & Hygiene,Face Care
3328,Magneed Complex High Absorption Mg - Muscle Recovery & Bone Strength,Healthvit,700.0,490.0,https://www.bigbasket.com/media/uploads/p/l/40218944_1-healthvit-magneed-complex-high-absorption-mg-muscle-recovery-bone-strength.jpg,60,Beauty & Hygiene,Supplements & Proteins
3329,"Multifloral Nectar Honey - Forest Flowers, Rich In Minerals, Builds Immunity",Eatopia,310.0,310.0,https://www.bigbasket.com/media/uploads/p/l/40224898_1-eatopia-multifloral-nectar-honey-forest-flowers-rich-in-minerals-builds-ilunity.jpg,250,Gourmet & World Food,Honey & Maple Syrup
3330,"Ceramic Coffee Mug - Solid, Handcrafted, Calico Blue",BB Home Earth,499.0,349.0,https://www.bigbasket.com/media/uploads/p/l/40235079_2-bb-home-earth-coffee-mug-set-with-comfortable-grip-easy-to-use-solid-calico-blue.jpg,200,"Kitchen, Garden & Pets","Cups, Mugs & Tumblers"
3331,Organic - Cashew/Godambi Whole Bold,BB Royal,150.0,122.0,https://www.bigbasket.com/media/uploads/p/l/40072498_16-bb-royal-organic-cashewkaju-whole-bold.jpg,100,"Foodgrains, Oil & Masala",Organic Dry Fruits
3332,"2 in 1 Handy Coconut Scrapper Cum Opener - Blue, Stainless Steel",Ritu,80.0,49.0,https://www.bigbasket.com/media/uploads/p/l/40095708_1-ritu-handy-coconut-scrapper-cum-opener-2-in-1.jpg,1,"Kitchen, Garden & Pets",Choppers & Graters
3333,"Face Wash - Olive & Oat, For Women & Men, Sensitive Skin Care, Sulphate Free & Organic",INATUR ,420.0,243.0,https://www.bigbasket.com/media/uploads/p/l/40149678_1-inatur-olive-oat-face-wash.jpg,150,Beauty & Hygiene,Face Care
3334,Kumkumadi Face Scrub,INATUR ,650.0,293.0,https://www.bigbasket.com/media/uploads/p/l/40149700_2-inatur-kumkumadi-face-scrub.jpg,50,Beauty & Hygiene,Face Care
3335,Organics Aqua Halo Rejuvenating Conditioner - For All Hair Types,Azafran,125.0,75.0,https://www.bigbasket.com/media/uploads/p/l/40156070_1-azafran-aqua-halo-rejuvenating-conditioner.jpg,50,Beauty & Hygiene,Shampoo & Conditioner
3336,Kumkumadi Undereye Serum,INATUR ,690.0,359.0,https://www.bigbasket.com/media/uploads/p/l/40149740_2-inatur-kumkumadi-undereye-serum.jpg,10,Beauty & Hygiene,Eye Care
3337,KB216 Multimedia Keyboard - Wired,Dell,999.0,689.0,https://www.bigbasket.com/media/uploads/p/l/40195886_1-dell-kb216-multimedia-keyboard-wired.jpg,1,Cleaning & Household,Electronic Accessories
3338,"Nail Polish - Berry Shimmer-D02, Magic Crystal-D08, Aquamarine Crystal-D10, Zero-chip, Heavily Pigmented",Juice,225.0,168.75,https://www.bigbasket.com/media/uploads/p/l/40258317_1-juice-nail-polish-berry-shiler-d02-magic-crystal-d08-aquamarine-crystal-d10-zero-chip-heavily-pigmented.jpg,33,Beauty & Hygiene,Nails
3339,"Nail Polish - Beige Blonde, Egg Gold, Chrome Lavender, Teal Blue, Cobalt Blue, Zero-chip, Heavily Pigmented",Juice,375.0,281.25,https://www.bigbasket.com/media/uploads/p/l/40258318_1-juice-nail-polish-beige-blonde-egg-gold-chrome-lavender-teal-blue-cobalt-blue-zero-chip-heavily-pigmented.jpg,55,Beauty & Hygiene,Nails
3340,"Aster Series Melamine Dinner Set -  Royal Design, Lightweight, Durable",Tibros,2169.0,1399.0,https://www.bigbasket.com/media/uploads/p/l/40245641_1-tibros-aster-series-melamine-dinner-set-royal-design-lightweight-durable.jpg,15,"Kitchen, Garden & Pets",Dinner Sets
3341,"Moroccan Argan Oil Conditioner - Locks Moisture, Removes Dryness",Wow Skin Science,549.0,384.3,https://www.bigbasket.com/media/uploads/p/l/40163707_2-wow-skin-science-moroccan-argan-oil-conditioner.jpg,300,Beauty & Hygiene,Shampoo & Conditioner
3342,"Raw Shilajit Herbal Supplement Capsule - Increases Energy, Strength & Stamina",Vedapure,1199.0,443.63,https://www.bigbasket.com/media/uploads/p/l/40205636_3-vedapure-raw-shilajit-herbal-supplement-capsule-increases-energy-strength-stamina.jpg,60,Beauty & Hygiene,Ayurveda
3343,Glass Snack Bowl Set,Craftel,495.0,319.0,https://www.bigbasket.com/media/uploads/p/l/40162628_4-craftel-glass-snack-bowl-set.jpg,220,"Kitchen, Garden & Pets",Glassware
3344,Opalware Brunch Set,LaOpala,1752.0,1229.0,https://www.bigbasket.com/media/uploads/p/l/40162631_4-laopala-opalware-brunch-set.jpg,20,"Kitchen, Garden & Pets",Glassware
3345,"Dustbin/Basket - Plastic, Orange, OR BB 617 2",Sunty,425.0,161.5,https://www.bigbasket.com/media/uploads/p/l/40136033_2-sunty-dustbinbasket-plastic-orange-or-bb-617-2.jpg,11,Cleaning & Household,Dustbins
3346,Stainless Steel Lunch Box/Tiffin Set - Pink BB 575 1,Tedemei,1189.0,699.0,https://www.bigbasket.com/media/uploads/p/l/40136045_2-tedemei-stainless-steel-lunch-boxtiffin-set-pink-bb-575-1.jpg,930,"Kitchen, Garden & Pets",Lunch Boxes
3347,Pure Radiance Compact SPF 15,Lotus Makeup,399.0,299.25,https://www.bigbasket.com/media/uploads/p/l/40030556_1-lotus-makeup-pure-radiance-compact-spf-15.jpg,9,Beauty & Hygiene,Face
3348,"Zenker Food-Grade Silicone Baking Brush, 24 Cm | Temperature Up to 230°Celsius",Fackelmann,299.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40022058_3-fackelmann-silicon-baking-brush.jpg,1,"Kitchen, Garden & Pets",Baking Tools & Brushes
3349,"Zenker ZENKER 4 cookie moulds, heart shaped, card",Fackelmann,289.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40022063_3-fackelmann-cookie-cutters-heart-shape.jpg,4,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters"
3350,Stainless Steel Pedal Dustbin / Garbage Bin - Perforated,Jai Veer,1399.0,1049.0,https://www.bigbasket.com/media/uploads/p/l/40103896_5-jai-veer-stainless-steel-pedal-dustbin-garbage-bin-perforated.jpg,12,Cleaning & Household,Dustbins
3351,4 Color Glitter Eyeshadow Palette - Highly Pigmented,Miss Rose,919.0,321.65,https://www.bigbasket.com/media/uploads/p/l/40241344_1-miss-rose-4-color-glitter-eyeshadow-palette-highly-pigmented.jpg,8,Beauty & Hygiene,Eyes
3352,"Effervescent Tablets - Biotin, For Hair, Skin & Nails Health, Blueberry Flavour",Suprfit,399.0,279.0,https://www.bigbasket.com/media/uploads/p/l/40244336_1-suprfit-effervescent-tablets-biotin-for-hair-skin-nails-health-blueberry-flavour.jpg,20,Gourmet & World Food,Health Drinks
3353,"Effervescent Tablets - Green Tea Lean, Antioxidants Rich, Detoxifying,  Tulsi Flavour",Suprfit,499.0,349.0,https://www.bigbasket.com/media/uploads/p/l/40244338_1-suprfit-effervescent-tablets-green-tea-lean-antioxidants-rich-detoxifying-tulsi-flavour.jpg,20,Gourmet & World Food,Health Drinks
3354,"Chips - Pita, Parmesan And Mediterranean",Appitas,40.0,28.0,https://www.bigbasket.com/media/uploads/p/l/40053866_7-appitas-chips-pita-parmesan-and-mediterranean.jpg,60,Gourmet & World Food,Nachos & Chips
3355,"Chips - Pita, Jalapeno",Appitas,95.0,66.5,https://www.bigbasket.com/media/uploads/p/l/40053864_3-appitas-chips-pita-jalapeno.jpg,150,Gourmet & World Food,Nachos & Chips
3356,Glitter Flip,Ciate London,1950.0,1365.0,https://www.bigbasket.com/media/uploads/p/l/40170089_4-ciate-london-glitter-flip.jpg,3,Beauty & Hygiene,Lips
3357,"Cake Baking Tool, Stainless Steel, Set of 3 - Teddy Bear Shaped, BB 1014 4",DP,489.0,200.49,https://www.bigbasket.com/media/uploads/p/l/40160900_1-dp-cake-baking-tool-stainless-steel-set-of-3-teddy-bear-shaped-bb-1014-4.jpg,3,"Kitchen, Garden & Pets",Baking Tools & Brushes
3358,Organic Walnut/Akrodu,MeraKisan,255.0,191.25,https://www.bigbasket.com/media/uploads/p/l/40156553_3-merakisan-organic-walnut.jpg,100,"Foodgrains, Oil & Masala",Organic Dry Fruits
3359,Anfora Olive Oil,Monini,900.0,450.0,https://www.bigbasket.com/media/uploads/p/l/40017252_2-monini-anfora-olive-oil.jpg,500,Gourmet & World Food,Extra Virgin Olive Oil
3360,"Manicure Set - Nail Filer, Cleaner, Cuticle Pusher & Cutter, Rustproof, DP100104",Titania,659.0,425.0,https://www.bigbasket.com/media/uploads/p/l/40247314_1-titania-solingen-manicure-set-of-4-pcs.jpg,4,Beauty & Hygiene,Tools & Accessories
3361,"Tweezer - Straight Tip, Durable, Rustproof, DP100126",Titania,249.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40247317_1-titania-solingen-tweezers-8-cm-straight-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3362,"Tweezer - Slanted/Square Tip, Durable, Rustproof, DP100127",Titania,249.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40247318_1-titania-solingen-tweezers-8-cm-slanted-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3363,"Tweezer - Narrow Tip, Straight, Bent, Durable, Rustproof, DP100128",Titania,289.0,199.0,https://www.bigbasket.com/media/uploads/p/l/40247319_1-titania-solingen-tweezers-8-cm-narrow-straight-bent-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3364,"Hair Comb - Durable, Smooth, For Men, Black & White, DP100152",Titania,179.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40247321_1-titania-gentlemens-comb-172-cm-black-white-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3365,"Hair Comb - Durable, Smooth, For Men, Havana, DP100153",Titania,179.0,99.0,https://www.bigbasket.com/media/uploads/p/l/40247322_1-titania-gentlemens-comb-172-cm-havana-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3366,"Streaking Hair Comb - Durable, Smooth, Small, Black, DP100156",Titania,189.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40247325_1-titania-streaking-comb-small-115-cm-black-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3367,"Afro Hair Comb - With Wide Teeth, Durable, Big, Black, DP100157",Titania,199.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40247326_1-titania-afro-comb-with-handle-15-cm-large-black-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3368,"Afro Hair Comb - With Wide Teeth, Durable, Big, Havana, DP100158",Titania,199.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40247327_1-titania-afro-comb-with-handle-15-cm-large-havana-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3369,"Hair Comb - Durable, Smooth, Big, Black & White, DP100159",Titania,209.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40247328_1-titania-comb-with-handle-21-cm-big-black-and-white-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3370,"Hair Comb - Durable, Smooth, For Women, Big, Havana, DP100161",Titania,199.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40247330_1-titania-ladies-comb-195-cm-big-havanna-set-of-1-pc.jpg,1,Beauty & Hygiene,Tools & Accessories
3371,Snacks - Spice Mania,Kari Kari,50.0,40.0,https://www.bigbasket.com/media/uploads/p/l/40205794_1-kari-kari-spice-mania.jpg,60,Snacks & Branded Foods,Chips & Corn Snacks
3372,Snacks - Spice mania,Kari Kari,99.0,74.25,https://www.bigbasket.com/media/uploads/p/l/40205795_1-kari-kari-spice-mania.jpg,135,Snacks & Branded Foods,Chips & Corn Snacks
3373,Chocorich Eclairs Chocolate - Assorted,LuvIt,240.0,156.0,https://www.bigbasket.com/media/uploads/p/l/40195070_1-luvit-chocorich-eclairs-assorted.jpg,480,Snacks & Branded Foods,Chocolates
3374,"Pollution Defence Shampoo - Detox From Micro-pollutant build-up, Charcoal & Avocado",Naturali,275.0,206.25,https://www.bigbasket.com/media/uploads/p/l/40233168_1-naturali-pollution-defence-shampoo-detox-from-micro-pollutant-build-up-charcoal-avocado.jpg,340,Beauty & Hygiene,Shampoo & Conditioner
3375,Arhar/Toor Dal Or Yellow Pigeon Peas,Natureland Organics,255.0,191.25,https://www.bigbasket.com/media/uploads/p/l/40261310_1-natureland-organics-arhartoor-dal-or-yellow-pigeon-peas.jpg,1,"Foodgrains, Oil & Masala",Organic Dals & Pulses
3376,Urad White Whole Gota - Rich In Fibre & Protein,Natureland Organics,135.0,101.25,https://www.bigbasket.com/media/uploads/p/l/40261330_1-natureland-organics-urad-white-whole-gota-rich-in-fibre-protein.jpg,500,"Foodgrains, Oil & Masala",Organic Dals & Pulses
3377,Urad White Whole Gota - Rich Source Of Vitamin B Complex,Natureland Organics,250.0,187.5,https://www.bigbasket.com/media/uploads/p/l/40261326_1-natureland-organics-urad-white-whole-gota-rich-source-of-vitamin-b-complex.jpg,1,"Foodgrains, Oil & Masala",Organic Dals & Pulses
3378,Water/Juice Glass - Ring,Lyra,870.0,629.0,https://www.bigbasket.com/media/uploads/p/l/40090458_6-lyra-waterjuice-glass-ring.jpg,320,"Kitchen, Garden & Pets",Glassware
3379,Water/Juice Glass - Lyra Diamond,Lyra,1490.0,1049.0,https://www.bigbasket.com/media/uploads/p/l/40105226_3-lyra-waterjuice-glass-lyra-diamond.jpg,215,"Kitchen, Garden & Pets",Glassware
3380,"Midnight Sparkle Glitter Eyeshadow Palette - Lightweight, Long-Lasting, Easy To Blend",Swiss Beauty,649.0,454.3,https://www.bigbasket.com/media/uploads/p/l/40259558_2-swiss-beauty-swiss-beauty-midnight-sparkle-glitter-eyeshadow-palette-shade-2-10g.jpg,10,Beauty & Hygiene,Eyes
3381,"Skin Polishing Cucumber Face Scrub - Exfoliating, Refreshing, For Soft, Supple Skin",Swiss Beauty,329.0,230.3,https://www.bigbasket.com/media/uploads/p/l/40259559_1-swiss-beauty-swiss-beauty-skin-polishing-face-scrub-cucumber-100g.jpg,100,Beauty & Hygiene,Face Care
3382,"Skin Polishing Strawberry Face Scrub - Reduces Blemishes, Dark Spots",Swiss Beauty,329.0,230.3,https://www.bigbasket.com/media/uploads/p/l/40259560_1-swiss-beauty-swiss-beauty-skin-polishing-face-scrub-strawberry-100g.jpg,100,Beauty & Hygiene,Face Care
3383,Skin Polishing Strawberry & Honey Face Scrub - Removes Blackheads & Whiteheads,Swiss Beauty,329.0,230.3,https://www.bigbasket.com/media/uploads/p/l/40259561_1-swiss-beauty-swiss-beauty-skin-polishing-face-scrub-strawberry-honey-100g.jpg,100,Beauty & Hygiene,Face Care
3384,Skin Purifying Centella Radiant Glow Clay Mask - Hydrates & Nourishes,Swiss Beauty,429.0,321.75,https://www.bigbasket.com/media/uploads/p/l/40259572_1-swiss-beauty-swiss-beauty-skin-purifying-centella-radiant-glow-clay-mask-100g.jpg,100,Beauty & Hygiene,Face Care
3385,"Skin Purifying Peach Anti Stress Clay Mask - Unclogs Pores, Removes Dark Circles",Swiss Beauty,429.0,300.3,https://www.bigbasket.com/media/uploads/p/l/40259573_1-swiss-beauty-swiss-beauty-skin-purifying-peach-anti-stress-clay-mask-100g.jpg,100,Beauty & Hygiene,Face Care
3386,Rusk - Suji & Elaichi,Tasties,55.0,35.0,https://www.bigbasket.com/media/uploads/p/l/40106015_11-tasties-rusk-suji-elaichi.jpg,200,"Bakery, Cakes & Dairy",Rusks
3387,Rusk - Muesli,Tasties,75.0,55.0,https://www.bigbasket.com/media/uploads/p/l/40106016_7-tasties-rusk-muesli.jpg,200,"Bakery, Cakes & Dairy",Rusks
3388,Spice Green Tea With Ashwagandha,Care,100.0,75.0,https://www.bigbasket.com/media/uploads/p/l/40196729_1-care-spice-green-tea-with-ashwagandha.jpg,25,Gourmet & World Food,Health Drinks
3389,Professional Glitter Liquid Eye Liner,Miss Rose,299.0,104.65,https://www.bigbasket.com/media/uploads/p/l/40213887_1-miss-rose-professional-glitter-liquid-eye-liner.jpg,30,Beauty & Hygiene,Eyes
3390,"Wet Mop - Floor Cleaning Cotton With Steel Stick,Large",Liao,989.0,599.0,https://www.bigbasket.com/media/uploads/p/l/40113329_1-liao-wet-mop-floor-cleaning-cotton-with-steel-sticklarge.jpg,1,Cleaning & Household,"Mops, Wipers"
3391,"Ice Cube/ Freezer Tray - Mango Yellow, L5003X2",Princeware,144.0,79.0,https://www.bigbasket.com/media/uploads/p/l/40135611_4-princeware-ice-cube-freezer-tray-mango-yellow-l5003x2.jpg,2,"Kitchen, Garden & Pets",Containers Sets
3392,"Bathroom Stool Plastic / Patla wave - Small, Multicolour, L8345-P",Princeware,374.0,229.0,https://www.bigbasket.com/media/uploads/p/l/40135647_4-princeware-bathroom-stool-plastic-patla-wave-small-multicolour-l8345-p.jpg,1,Cleaning & Household,"Bath Stool, Basin & Sets"
3393,Clippy 2 Pin Extension Box With 5 Meter Wire 1086,Milltec,504.0,329.0,https://www.bigbasket.com/media/uploads/p/l/40138376_8-milltec-clippy-2-pin-extension-box-with-5-meter-wire-1086.jpg,1,"Kitchen, Garden & Pets",Battery & Electrical
3394,"Zenker ZENKER 8 pcs muffin  5x2cm, silicone",Fackelmann,419.0,269.0,https://www.bigbasket.com/media/uploads/p/l/40138670_3-fackelmann-zenker-silicon-muffin-mould-tin.jpg,8,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3395,"Zenker Squre cake pan, candy, 23.4x23.5x5.3cm",Fackelmann,619.0,429.0,https://www.bigbasket.com/media/uploads/p/l/40138672_2-fackelmann-carbon-steel-square-candy-cake-man.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3396,Patchouli Pure Essential Oil,INATUR ,600.0,405.0,https://www.bigbasket.com/media/uploads/p/l/40149947_3-inatur-patchouli-pure-essential-oil.jpg,12,Beauty & Hygiene,Aromatherapy
3397,Citronella Pure Essential Oil,INATUR ,385.0,176.0,https://www.bigbasket.com/media/uploads/p/l/40149948_3-inatur-citronella-pure-essential-oil.jpg,12,Beauty & Hygiene,Aromatherapy
3398,"Stainless Steel Soup/Juice Strainer - Classic, 16 cm",Elephant ,275.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40163236_3-elephant-stainless-steel-soupjuice-strainer-classic-16-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3399,"Stainless Steel Soup/Juice Strainer - Classic, 18 cm",Elephant ,365.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40163237_3-elephant-stainless-steel-soupjuice-strainer-classic-18-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3400,"Stainless Steel Soup/Juice Strainer - Classic, 20 cm",Elephant ,399.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40163238_3-elephant-stainless-steel-soupjuice-strainer-classic-20-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3401,Stainless Steel Net Cover - 20 cm,Elephant ,176.0,119.0,https://www.bigbasket.com/media/uploads/p/l/40163239_4-elephant-stainless-steel-net-cover-20-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3402,Stainless Steel Net Cover - 25 cm,Elephant ,225.0,149.0,https://www.bigbasket.com/media/uploads/p/l/40163241_4-elephant-stainless-steel-net-cover-25-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3403,Stainless Steel Colander/Basket/Strainer - 20 cm,Elephant ,455.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40163243_4-elephant-stainless-steel-colanderbasketstrainer-20-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3404,Stainless Steel Colander/Basket/Strainer - 23 cm,Elephant ,479.0,349.0,https://www.bigbasket.com/media/uploads/p/l/40163244_4-elephant-stainless-steel-colanderbasketstrainer-23-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3405,"Stainless Steel Colander Basket - Strainer, 26 cm",Elephant ,565.0,399.0,https://www.bigbasket.com/media/uploads/p/l/40163245_4-elephant-stainless-steel-colander-basket-strainer-26-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3406,"Stainless Steel Tea Strainer - Conical, 7.5 cm",Elephant ,165.0,119.0,https://www.bigbasket.com/media/uploads/p/l/40163246_3-elephant-stainless-steel-tea-strainer-conical-75-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3407,"Stainless Steel Tea Strainer - Conical, 9 cm",Elephant ,179.0,129.0,https://www.bigbasket.com/media/uploads/p/l/40163247_3-elephant-stainless-steel-tea-strainer-conical-9-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3408,Stainless Steel Deep Fry Strainer - 16 cm,Elephant ,249.0,179.0,https://www.bigbasket.com/media/uploads/p/l/40163251_3-elephant-stainless-steel-deep-fry-strainer-16-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3409,Stainless Steel Deep Fry Strainer - 18 cm,Elephant ,359.0,249.0,https://www.bigbasket.com/media/uploads/p/l/40163252_3-elephant-stainless-steel-deep-fry-strainer-18-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3410,"Stainless Steel Dish Cover - Mesh, 25 cm",Elephant ,579.0,389.0,https://www.bigbasket.com/media/uploads/p/l/40163261_3-elephant-stainless-steel-dish-cover-mesh-25-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3411,Stainless Steel Whisk/Beater - 30 cm,Elephant ,179.0,109.0,https://www.bigbasket.com/media/uploads/p/l/40163267_4-elephant-stainless-steel-whiskbeater-30-cm.jpg,1,"Kitchen, Garden & Pets",Kitchen Tools & Other Accessories
3412,"Stainless Steel Sink Basket, 24 cm",Elephant ,1590.0,1099.0,https://www.bigbasket.com/media/uploads/p/l/40163270_3-elephant-stainless-steel-sink-basket-24-cm.jpg,1,"Kitchen, Garden & Pets","Strainer, Ladle, Spatula"
3413,"Silicone Combo - PP Stick Spatula, PP Stick Spoonula, With Round Cake Mould, 8 Inch, Multi colour",SPINE,1495.0,649.0,https://www.bigbasket.com/media/uploads/p/l/40234241_1-spine-silicone-combo-pp-stick-spatula-pp-stick-spoonula-with-round-cake-mould-8-inch-multi-colour.jpg,3,"Kitchen, Garden & Pets",Baking Tools & Brushes
3414,Silicone Muffin Mould - Rose,SPINE,495.0,229.0,https://www.bigbasket.com/media/uploads/p/l/40234244_1-spine-silicone-muffin-mould-rose.jpg,6,"Kitchen, Garden & Pets","Bakeware Moulds, Cutters"
3415,"Makeup/Cosmetic Brush Set - Black, BB1208",DP,1179.0,448.02,https://www.bigbasket.com/media/uploads/p/l/40172541_4-dp-makeupcosmetic-brush-set-black-bb1208.jpg,6,Beauty & Hygiene,Makeup Accessories
3416,"Eye Makeup Brushes - Black, BB1209",Beautiful Show,339.0,149.16,https://www.bigbasket.com/media/uploads/p/l/40172542_5-beautiful-show-eye-makeup-brushes-black-bb1209.jpg,5,Beauty & Hygiene,Makeup Accessories
3417,Baby Gherkins,HappyChef,149.0,89.0,https://www.bigbasket.com/media/uploads/p/l/40200817_2-happychef-baby-gherkins.jpg,350,Gourmet & World Food,"Olive, Jalapeno, Gherkin"
3418,"Multistar Fruit /Kitchen Storage Basket - Multipurpose, Durable, Pastel Blue",Asian,1072.0,649.0,https://www.bigbasket.com/media/uploads/p/l/40226030_2-asian-fruitkitchen-storage-basket-multi-utility-pastel-blue.jpg,4,Cleaning & Household,"Laundry, Storage Baskets"
3419,"Multistar Fruit /Kitchen Storage Basket - Multipurpose, Durable, Pastel Pink",Asian,1072.0,649.0,https://www.bigbasket.com/media/uploads/p/l/40226031_2-asian-fruit-kitchen-storage-basket-multi-utility-pastel-pink.jpg,4,Cleaning & Household,"Laundry, Storage Baskets"
3420,"Premium Orange Candy - Provides Freshness, Tangy & Sweet Taste",Delight Nuts,80.0,56.0,https://www.bigbasket.com/media/uploads/p/l/40225682_1-delight-nuts-premium-orange-candy-provides-freshness-tangy-sweet-taste.jpg,130,Gourmet & World Food,"Marshmallow, Candy, Jelly"
3421,"ISH-0408 Mini Precision Screwdriver Kit - For Home Use & Multi-Purpose Application, Assorted Colour",Spartan,999.0,299.0,https://www.bigbasket.com/media/uploads/p/l/40236201_1-spartan-ish-0408-mini-precision-screwdriver-kit-for-home-use-multi-purpose-application-assorted-colour.jpg,1,"Kitchen, Garden & Pets",Battery & Electrical
